  PID TTY           TIME CMD
17318 ??         0:00.21 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/142.0.7444.176/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=43 --time-ticks-at-unix-epoch=-1765030180579740 --launch-time-ticks=52656724130 --shared-files --metrics-shmem-handle=1752395122,r,15133749581025268109,16242926241816190613,2097152 --field-trial-handle=1718379636,r,10243756654133614798,14200989622660399990,262144 --variations-seed-version=20251206-030028.984000 --trace-process-track-uuid=3190709026604671001 --seatbelt-client=174
17357 ??         0:00.80 /Users/marvellous/.vscode/extensions/ms-vscode.cpptools-1.29.2-darwin-arm64/bin/cpptools-srv 16646 {93ACDD1F-E88A-2E44-986F-95AE74DE8A00}
17467 ??         0:00.63 /Users/marvellous/.vscode/extensions/ms-vscode.cpptools-1.29.2-darwin-arm64/bin/cpptools-srv 16646 {577EF942-FA17-6949-967F-60E30286B3B0}
17683 ??         0:00.81 /Users/marvellous/.vscode/extensions/ms-vscode.cpptools-1.29.2-darwin-arm64/bin/cpptools-srv 16646 {7904AB5E-5593-D34F-B500-AB865C69BA84}
17732 ??         0:01.11 /Users/marvellous/.vscode/extensions/ms-vscode.cpptools-1.29.2-darwin-arm64/bin/cpptools-srv 16646 {17A25409-9686-0748-AE5A-C18A45CDC560}
17794 ??         1:59.55 /System/Library/PrivateFrameworks/StreamingExtractor.framework/Versions/A/XPCServices/STExtractionService.privileged.xpc/Contents/MacOS/STExtractionService.privileged
17802 ??         0:00.96 /usr/libexec/remindd
17827 ??         0:00.05 /System/Library/PrivateFrameworks/MobileAsset.framework/Versions/A/XPCServices/ManifestStorageService.xpc/Contents/MacOS/ManifestStorageService
17848 ??         1:01.53 /System/Library/PrivateFrameworks/AppleNeuralEngine.framework/XPCServices/ANECompilerService.xpc/Contents/MacOS/ANECompilerService
17915 ??         0:00.49 /Users/marvellous/.vscode/extensions/ms-vscode.cpptools-1.29.2-darwin-arm64/bin/cpptools-srv 16646 {4B44545E-325E-C54E-9777-A97BE45022E3}
17917 ??         0:01.33 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/142.0.7444.176/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=46 --time-ticks-at-unix-epoch=-1765030180579740 --launch-time-ticks=55941250424 --shared-files --metrics-shmem-handle=1752395122,r,4517904821931455469,1268921812853209919,2097152 --field-trial-handle=1718379636,r,10243756654133614798,14200989622660399990,262144 --variations-seed-version=20251206-030028.984000 --trace-process-track-uuid=3190709029415796548 --seatbelt-client=174
17918 ??         0:00.07 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/142.0.7444.176/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-GB --service-sandbox-type=service --shared-files --metrics-shmem-handle=1752395122,r,11244970808133116582,6344298443108872422,524288 --field-trial-handle=1718379636,r,10243756654133614798,14200989622660399990,262144 --variations-seed-version=20251206-030028.984000 --trace-process-track-uuid=3190709030352838397 --seatbelt-client=174
17919 ??         0:00.69 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/142.0.7444.176/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=48 --time-ticks-at-unix-epoch=-1765030180579740 --launch-time-ticks=55945522935 --shared-files --metrics-shmem-handle=1752395122,r,11445646357850432617,11119211579144678503,2097152 --field-trial-handle=1718379636,r,10243756654133614798,14200989622660399990,262144 --variations-seed-version=20251206-030028.984000 --trace-process-track-uuid=3190709031289880246 --seatbelt-client=174
17920 ??         0:00.07 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/142.0.7444.176/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=49 --time-ticks-at-unix-epoch=-1765030180579740 --launch-time-ticks=55947133104 --shared-files --metrics-shmem-handle=1752395122,r,8591266380014152350,18322802283616767102,2097152 --field-trial-handle=1718379636,r,10243756654133614798,14200989622660399990,262144 --variations-seed-version=20251206-030028.984000 --trace-process-track-uuid=3190709032226922095 --seatbelt-client=174
17921 ??         0:00.05 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/142.0.7444.176/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=50 --time-ticks-at-unix-epoch=-1765030180579740 --launch-time-ticks=55947298085 --shared-files --metrics-shmem-handle=1752395122,r,9676581924844281396,12525672158606397532,2097152 --field-trial-handle=1718379636,r,10243756654133614798,14200989622660399990,262144 --variations-seed-version=20251206-030028.984000 --trace-process-track-uuid=3190709033163963944 --seatbelt-client=176
18003 ??         0:00.11 /Users/marvellous/.vscode/extensions/ms-vscode.cpptools-1.29.2-darwin-arm64/bin/cpptools-srv 16646 {D151DCC3-B980-4647-B01F-9ED656FC0E86}
18025 ??         0:00.08 /System/Library/PrivateFrameworks/UniversalAccess.framework/Versions/A/Resources/AXVisualSupportAgent.app/Contents/MacOS/AXVisualSupportAgent launchd -s
  130 ??         0:00.05 /usr/libexec/remoted
16602 ttys000    0:00.01 login -pf marvellous
16603 ttys000    0:00.44 -zsh
18026 ttys000    0:00.01 ps -A
